opName	keyin	kind	requiredParams	source	notes
POINTCLOUD_ANCHORED_ON	POINTCLOUD ANCHORED ON	settings		wave8 raster/reality	
POINTCLOUD_ANCHORED_OFF	POINTCLOUD ANCHORED OFF	settings		wave8 raster/reality	
REALITYMESH_DISPLAY_ON	REALITYMESH DISPLAY ON	view		wave8 raster/reality	
REALITYMESH_DISPLAY_OFF	REALITYMESH DISPLAY OFF	view		wave8 raster/reality	
REALITY_MESH_DISPLAY_ON	REALITY MESH DISPLAY ON	view		wave8 raster/reality	spaced form
REALITY_MESH_DISPLAY_OFF	REALITY MESH DISPLAY OFF	view		wave8 raster/reality	
SET_REALITY_MESH_ON	SET REALITY MESH ON	settings		wave8 raster/reality	
SET_REALITY_MESH_OFF	SET REALITY MESH OFF	settings		wave8 raster/reality	
REALITY_MESH_SNAP_ON	REALITY MESH SNAP ON	settings		wave8 raster/reality	
REALITY_MESH_SNAP_OFF	REALITY MESH SNAP OFF	settings		wave8 raster/reality	
REALITY_MESH_LOCATE_ON	REALITY MESH LOCATE ON	settings		wave8 raster/reality	
REALITY_MESH_LOCATE_OFF	REALITY MESH LOCATE OFF	settings		wave8 raster/reality	
REALITY_MESH_TRANSPARENCY_ON	REALITY MESH TRANSPARENCY ON	settings		wave8 raster/reality	
REALITY_MESH_TRANSPARENCY_OFF	REALITY MESH TRANSPARENCY OFF	settings		wave8 raster/reality	
MESH_DISPLAY_ON	MESH DISPLAY ON	view		wave8 raster/reality	
MESH_DISPLAY_OFF	MESH DISPLAY OFF	view		wave8 raster/reality	
SET_MESH_FACETS_ON	SET MESH FACETS ON	settings		wave8 raster/reality	facets (not FACET EDGES)
SET_MESH_FACETS_OFF	SET MESH FACETS OFF	settings		wave8 raster/reality	
MESH_FACETS_ON	MESH FACETS ON	view		wave8 raster/reality	
MESH_FACETS_OFF	MESH FACETS OFF	view		wave8 raster/reality	
SOLID_DISPLAY_ON	SOLID DISPLAY ON	view		wave8 raster/reality	
SOLID_DISPLAY_OFF	SOLID DISPLAY OFF	view		wave8 raster/reality	
FEATURE_SOLID_DISPLAY_ON	FEATURE SOLID DISPLAY ON	view		wave8 raster/reality	
FEATURE_SOLID_DISPLAY_OFF	FEATURE SOLID DISPLAY OFF	view		wave8 raster/reality	
SET_FEATURE_SOLIDS_ON	SET FEATURE SOLIDS ON	settings		wave8 raster/reality	
SET_FEATURE_SOLIDS_OFF	SET FEATURE SOLIDS OFF	settings		wave8 raster/reality	
SET_FEATURE_SOLID_ON	SET FEATURE SOLID ON	settings		wave8 raster/reality	
SET_FEATURE_SOLID_OFF	SET FEATURE SOLID OFF	settings		wave8 raster/reality	
DIALOG_RASTER	DIALOG RASTER	dialog		wave8 raster/reality	negative — Raster Manager
DIALOG_POINTCLOUD	DIALOG POINTCLOUD	dialog		wave8 raster/reality	negative — Point Clouds dialog
POINTCLOUD_DIALOG_OPEN	POINTCLOUD DIALOG OPEN	dialog		wave8 raster/reality	negative — documented dialog key-in
MRMESH_DIALOG_OPEN	MRMESH DIALOG OPEN	dialog		wave8 raster/reality	negative — Reality Mesh dialog
ATTACH_RASTER	ATTACH RASTER	file		wave8 raster/reality	negative — file attach
MRMESH_ATTACH	MRMESH ATTACH	file		wave8 raster/reality	negative — documented attach
PLACE_RASTER_BOUNDARY	PLACE RASTER BOUNDARY	tool		wave8 raster/reality	negative — placement tool
CLIP_POINTCLOUD	CLIP POINTCLOUD	tool		wave8 raster/reality	negative — clip tool needs pick
