opName	keyin	kind	requiredParams	source	notes
SET_DWG_DROP_DIMENSIONS_ON	SET DWG DROP DIMENSIONS ON	settings		wave8 dwg/pw/ifc	uncertain; Drop Unsupported Dimensions
SET_DWG_DROP_DIMENSIONS_OFF	SET DWG DROP DIMENSIONS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_TRUE_COLOR_ON	SET DWG TRUE COLOR ON	settings		wave8 dwg/pw/ifc	uncertain; Create True Color From DGN Color Indices
SET_DWG_TRUE_COLOR_OFF	SET DWG TRUE COLOR OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_UCS_FROM_ACS_ON	SET DWG UCS FROM ACS ON	settings		wave8 dwg/pw/ifc	uncertain; Set UCS from Current ACS
SET_DWG_UCS_FROM_ACS_OFF	SET DWG UCS FROM ACS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_FORCE_ZERO_Z_ON	SET DWG FORCE ZERO Z ON	settings		wave8 dwg/pw/ifc	uncertain; Force Zero Z-Coordinate
SET_DWG_FORCE_ZERO_Z_OFF	SET DWG FORCE ZERO Z OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_APPLICATION_DATA_ON	SET DWG APPLICATION DATA ON	settings		wave8 dwg/pw/ifc	uncertain; Save Application Data
SET_DWG_APPLICATION_DATA_OFF	SET DWG APPLICATION DATA OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_EXPORT_EMPTY_ITEMTYPES_ON	SET DWG EXPORT EMPTY ITEMTYPES ON	settings		wave8 dwg/pw/ifc	uncertain; MS_DWG_EXPORT_EMPTYITEMTYPEPROPERTIES
SET_DWG_EXPORT_EMPTY_ITEMTYPES_OFF	SET DWG EXPORT EMPTY ITEMTYPES OFF	settings		wave8 dwg/pw/ifc	uncertain
REFERENCE_SET_IGNOREWHENNESTING_ON	REFERENCE SET IGNOREWHENNESTING=ON	settings		wave8 dwg/pw/ifc	Bentley Help REFERENCE SET; DWG live nesting
REFERENCE_SET_IGNOREWHENNESTING_OFF	REFERENCE SET IGNOREWHENNESTING=OFF	settings		wave8 dwg/pw/ifc	may need file_spec
SET_DWG_PROXYGRAPHICS_ON	SET DWG PROXYGRAPHICS ON	settings		wave8 dwg/pw/ifc	uncertain; MS_DWG_PROXYSHOW pattern
SET_DWG_PROXYGRAPHICS_OFF	SET DWG PROXYGRAPHICS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_PROXY_IMAGE_ON	SET DWG PROXY IMAGE ON	settings		wave8 dwg/pw/ifc	uncertain; Show Proxy Image
SET_DWG_PROXY_BOX_ON	SET DWG PROXY BOX ON	settings		wave8 dwg/pw/ifc	uncertain; Show Proxy Box
SET_DWG_ENTITY_HANDLES_ON	SET DWG ENTITY HANDLES ON	settings		wave8 dwg/pw/ifc	uncertain; DWG entity handle persistence
SET_DWG_ENTITY_HANDLES_OFF	SET DWG ENTITY HANDLES OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_OLELINKS_ON	SET DWG OLELINKS ON	settings		wave8 dwg/pw/ifc	uncertain; DWG OLE link round-trip
SET_DWG_OLELINKS_OFF	SET DWG OLELINKS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_OLE_DISPLAY_ON	SET OLE DISPLAY ON	view		wave8 dwg/pw/ifc	uncertain; OLE object display toggle
SET_OLE_DISPLAY_OFF	SET OLE DISPLAY OFF	view		wave8 dwg/pw/ifc	uncertain
TITLEBLOCK_UPDATENOW	TITLEBLOCK UPDATENOW	settings		wave8 dwg/pw/ifc	Bentley PW Help: refresh titleblock attrs from PW DB
TITLEBLOCK_UPDATEDMS	TITLEBLOCK UPDATEDMS	settings		wave8 dwg/pw/ifc	Bentley PW Help: push edited tags to PW DB
DMS_REF_RELOAD	DMS REF RELOAD	dialog		wave8 dwg/pw/ifc	Bentley PW Help: may open Select Documents to Reload
IFC_DISPLAY_ON	IFC DISPLAY ON	settings		wave8 dwg/pw/ifc	uncertain; IFC attach/display toggle
IFC_DISPLAY_OFF	IFC DISPLAY OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_IFC_ON	SET IFC ON	settings		wave8 dwg/pw/ifc	uncertain
SET_IFC_OFF	SET IFC OFF	settings		wave8 dwg/pw/ifc	uncertain
BIM_DISPLAY_ON	BIM DISPLAY ON	settings		wave8 dwg/pw/ifc	uncertain
BIM_DISPLAY_OFF	BIM DISPLAY OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_BIM_ON	SET BIM ON	settings		wave8 dwg/pw/ifc	uncertain
SET_BIM_OFF	SET BIM OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_SHARECELL_ON	SET SHARECELL ON	settings		wave8 dwg/pw/ifc	Bentley Help Cell Library Dialog
SET_SHARECELL_OFF	SET SHARECELL OFF	settings		wave8 dwg/pw/ifc	Bentley Help
SET_SHARECELL_TOGGLE	SET SHARECELL TOGGLE	settings		wave8 dwg/pw/ifc	Bentley Help SET SHARECELL TOGGLE
DETACH_LIBRARY	DETACH LIBRARY	settings		wave8 dwg/pw/ifc	Bentley Help; detaches attached cell library
DGNLIB_UPDATE_LEVELS	DGNLIB UPDATE LEVELS	settings		wave8 dwg/pw/ifc	Bentley Help: sync levels from DGNLIB
DGNLIB_UPDATE_LEVELS_ALL	DGNLIB UPDATE LEVELS ALL	settings		wave8 dwg/pw/ifc	Bentley Help Level Manager
DGNLIB_UPDATE_LEVELS_BYLEVELSYMBOLOGY	DGNLIB UPDATE LEVELS BYLEVELSYMBOLOGY	settings		wave8 dwg/pw/ifc	Bentley Help
DGNLIB_UPDATE_LEVELS_OVERRIDESYMBOLOGY	DGNLIB UPDATE LEVELS OVERRIDESYMBOLOGY	settings		wave8 dwg/pw/ifc	Bentley Help
DGNLIB_UPDATE_TEXTSTYLES	DGNLIB UPDATE TEXTSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_DIMSTYLES	DGNLIB UPDATE DIMSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_MLINESTYLES	DGNLIB UPDATE MLINESTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_DETAILINGSYMBOLSTYLES	DGNLIB UPDATE DETAILINGSYMBOLSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_TEMPLATES	DGNLIB UPDATE TEMPLATES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_ALL	DGNLIB UPDATE ALL	settings		wave8 dwg/pw/ifc	Bentley Help; all listed DGNLIB resource types
ACTIVE_CELL_RELATIVE_ON	ACTIVE CELL RELATIVE ON	settings		wave8 dwg/pw/ifc	cell relative placement; AR= pattern
ACTIVE_CELL_RELATIVE_OFF	ACTIVE CELL RELATIVE OFF	settings		wave8 dwg/pw/ifc	cell relative placement
OLECNTR_EDIT	OLECNTR EDIT	dialog		wave8 dwg/pw/ifc	negative; Bentley Help Links dialog
OLECNTR_INSERT	OLECNTR INSERT	dialog		wave8 dwg/pw/ifc	negative; Bentley Help Insert Object
TITLEBLOCK_MODIFY	TITLEBLOCK MODIFY	dialog		wave8 dwg/pw/ifc	negative; PW Document Properties
TITLEBLOCK_PLACE	TITLEBLOCK PLACE	tool		wave8 dwg/pw/ifc	negative; places titleblock cell
DMS_OPEN_DOCUMENT	DMS OPEN DOCUMENT	file		wave8 dwg/pw/ifc	negative never probe; PW File>Open
DMS_UPDATE_SERVERCOPY	DMS UPDATE SERVERCOPY	file		wave8 dwg/pw/ifc	negative; Update Server Copy
DMS_REFRESH_LOCALCOPY	DMS REFRESH LOCALCOPY	file		wave8 dwg/pw/ifc	negative; Refresh Local Copy
IFC_EXPORTBYITWIN	IFC EXPORTBYITWIN	file		wave8 dwg/pw/ifc	negative; Bentley IFC export by iTwin
IFCOUT	IFCOUT	file		wave8 dwg/pw/ifc	negative; IFC export family
ATTACH_LIBRARY_DIALOG	ATTACH LIBRARY	file		wave8 dwg/pw/ifc	negative; attach cell library dialog risk
