opName	keyin	kind	requiredParams	source	notes
SET_DWG_DROP_DIMENSIONS_ON	SET DWG DROP DIMENSIONS ON	settings		wave8 dwg/pw/ifc	uncertain; Drop Unsupported Dimensions
SET_DWG_DROP_DIMENSIONS_OFF	SET DWG DROP DIMENSIONS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_TRUE_COLOR_ON	SET DWG TRUE COLOR ON	settings		wave8 dwg/pw/ifc	uncertain; Create True Color From DGN Color Indices
SET_DWG_TRUE_COLOR_OFF	SET DWG TRUE COLOR OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_UCS_FROM_ACS_ON	SET DWG UCS FROM ACS ON	settings		wave8 dwg/pw/ifc	uncertain; Set UCS from Current ACS
SET_DWG_UCS_FROM_ACS_OFF	SET DWG UCS FROM ACS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_FORCE_ZERO_Z_ON	SET DWG FORCE ZERO Z ON	settings		wave8 dwg/pw/ifc	uncertain; Force Zero Z-Coordinate
SET_DWG_FORCE_ZERO_Z_OFF	SET DWG FORCE ZERO Z OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_APPLICATION_DATA_ON	SET DWG APPLICATION DATA ON	settings		wave8 dwg/pw/ifc	uncertain; Save Application Data
SET_DWG_APPLICATION_DATA_OFF	SET DWG APPLICATION DATA OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_EXPORT_EMPTY_ITEMTYPES_ON	SET DWG EXPORT EMPTY ITEMTYPES ON	settings		wave8 dwg/pw/ifc	uncertain; MS_DWG_EXPORT_EMPTYITEMTYPEPROPERTIES
SET_DWG_EXPORT_EMPTY_ITEMTYPES_OFF	SET DWG EXPORT EMPTY ITEMTYPES OFF	settings		wave8 dwg/pw/ifc	uncertain
REFERENCE_SET_IGNOREWHENNESTING_ON	REFERENCE SET IGNOREWHENNESTING=ON	settings		wave8 dwg/pw/ifc	Bentley Help REFERENCE SET; DWG live nesting
REFERENCE_SET_IGNOREWHENNESTING_OFF	REFERENCE SET IGNOREWHENNESTING=OFF	settings		wave8 dwg/pw/ifc	may need file_spec
SET_DWG_PROXYGRAPHICS_ON	SET DWG PROXYGRAPHICS ON	settings		wave8 dwg/pw/ifc	uncertain; MS_DWG_PROXYSHOW pattern
SET_DWG_PROXYGRAPHICS_OFF	SET DWG PROXYGRAPHICS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_PROXY_IMAGE_ON	SET DWG PROXY IMAGE ON	settings		wave8 dwg/pw/ifc	uncertain; Show Proxy Image
SET_DWG_PROXY_BOX_ON	SET DWG PROXY BOX ON	settings		wave8 dwg/pw/ifc	uncertain; Show Proxy Box
SET_DWG_ENTITY_HANDLES_ON	SET DWG ENTITY HANDLES ON	settings		wave8 dwg/pw/ifc	uncertain; DWG entity handle persistence
SET_DWG_ENTITY_HANDLES_OFF	SET DWG ENTITY HANDLES OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_DWG_OLELINKS_ON	SET DWG OLELINKS ON	settings		wave8 dwg/pw/ifc	uncertain; DWG OLE link round-trip
SET_DWG_OLELINKS_OFF	SET DWG OLELINKS OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_OLE_DISPLAY_ON	SET OLE DISPLAY ON	view		wave8 dwg/pw/ifc	uncertain; OLE object display toggle
SET_OLE_DISPLAY_OFF	SET OLE DISPLAY OFF	view		wave8 dwg/pw/ifc	uncertain
TITLEBLOCK_UPDATENOW	TITLEBLOCK UPDATENOW	settings		wave8 dwg/pw/ifc	Bentley PW Help: refresh titleblock attrs from PW DB
TITLEBLOCK_UPDATEDMS	TITLEBLOCK UPDATEDMS	settings		wave8 dwg/pw/ifc	Bentley PW Help: push edited tags to PW DB
DMS_REF_RELOAD	DMS REF RELOAD	dialog		wave8 dwg/pw/ifc	Bentley PW Help: may open Select Documents to Reload
IFC_DISPLAY_ON	IFC DISPLAY ON	settings		wave8 dwg/pw/ifc	uncertain; IFC attach/display toggle
IFC_DISPLAY_OFF	IFC DISPLAY OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_IFC_ON	SET IFC ON	settings		wave8 dwg/pw/ifc	uncertain
SET_IFC_OFF	SET IFC OFF	settings		wave8 dwg/pw/ifc	uncertain
BIM_DISPLAY_ON	BIM DISPLAY ON	settings		wave8 dwg/pw/ifc	uncertain
BIM_DISPLAY_OFF	BIM DISPLAY OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_BIM_ON	SET BIM ON	settings		wave8 dwg/pw/ifc	uncertain
SET_BIM_OFF	SET BIM OFF	settings		wave8 dwg/pw/ifc	uncertain
SET_SHARECELL_ON	SET SHARECELL ON	settings		wave8 dwg/pw/ifc	Bentley Help Cell Library Dialog
SET_SHARECELL_OFF	SET SHARECELL OFF	settings		wave8 dwg/pw/ifc	Bentley Help
SET_SHARECELL_TOGGLE	SET SHARECELL TOGGLE	settings		wave8 dwg/pw/ifc	Bentley Help SET SHARECELL TOGGLE
DGNLIB_UPDATE_LEVELS	DGNLIB UPDATE LEVELS	settings		wave8 dwg/pw/ifc	Bentley Help: sync levels from DGNLIB
DGNLIB_UPDATE_LEVELS_ALL	DGNLIB UPDATE LEVELS ALL	settings		wave8 dwg/pw/ifc	Bentley Help Level Manager
DGNLIB_UPDATE_LEVELS_BYLEVELSYMBOLOGY	DGNLIB UPDATE LEVELS BYLEVELSYMBOLOGY	settings		wave8 dwg/pw/ifc	Bentley Help
DGNLIB_UPDATE_LEVELS_OVERRIDESYMBOLOGY	DGNLIB UPDATE LEVELS OVERRIDESYMBOLOGY	settings		wave8 dwg/pw/ifc	Bentley Help
DGNLIB_UPDATE_TEXTSTYLES	DGNLIB UPDATE TEXTSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_DIMSTYLES	DGNLIB UPDATE DIMSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_MLINESTYLES	DGNLIB UPDATE MLINESTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_DETAILINGSYMBOLSTYLES	DGNLIB UPDATE DETAILINGSYMBOLSTYLES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_TEMPLATES	DGNLIB UPDATE TEMPLATES	settings		wave8 dwg/pw/ifc	Bentley Help Building DGN Libraries
DGNLIB_UPDATE_ALL	DGNLIB UPDATE ALL	settings		wave8 dwg/pw/ifc	Bentley Help; all listed DGNLIB resource types
ACTIVE_CELL_RELATIVE_OFF	ACTIVE CELL RELATIVE OFF	settings		wave8 dwg/pw/ifc	cell relative placement
OLECNTR_EDIT	OLECNTR EDIT	dialog		wave8 dwg/pw/ifc	negative; Bentley Help Links dialog
OLECNTR_INSERT	OLECNTR INSERT	dialog		wave8 dwg/pw/ifc	negative; Bentley Help Insert Object
TITLEBLOCK_MODIFY	TITLEBLOCK MODIFY	dialog		wave8 dwg/pw/ifc	negative; PW Document Properties
TITLEBLOCK_PLACE	TITLEBLOCK PLACE	tool		wave8 dwg/pw/ifc	negative; places titleblock cell
DMS_OPEN_DOCUMENT	DMS OPEN DOCUMENT	file		wave8 dwg/pw/ifc	negative never probe; PW File>Open
DMS_UPDATE_SERVERCOPY	DMS UPDATE SERVERCOPY	file		wave8 dwg/pw/ifc	negative; Update Server Copy
DMS_REFRESH_LOCALCOPY	DMS REFRESH LOCALCOPY	file		wave8 dwg/pw/ifc	negative; Refresh Local Copy
IFC_EXPORTBYITWIN	IFC EXPORTBYITWIN	file		wave8 dwg/pw/ifc	negative; Bentley IFC export by iTwin
IFCOUT	IFCOUT	file		wave8 dwg/pw/ifc	negative; IFC export family
ATTACH_LIBRARY_DIALOG	ATTACH LIBRARY	file		wave8 dwg/pw/ifc	negative; attach cell library dialog risk
MARKUP_SHOWPREVIEW	MARKUP SHOWPREVIEW	settings		wave8 markup/export	docs Markups dialog; may need selection
MARKUP_HIDEPREVIEW	MARKUP HIDEPREVIEW	settings		wave8 markup/export	
MARKUP_REVIEWMODE	MARKUP REVIEWMODE	settings		wave8 markup/export	overlay review mode
ACTIVE_LINKAGE_NONE	ACTIVE LINKAGE NONE	settings		wave8 markup/export	Database Dialog linkage mode
ACTIVE_LINKAGE_NEW	ACTIVE LINKAGE NEW	settings		wave8 markup/export	
ACTIVE_LINKAGE_DUPLICATE	ACTIVE LINKAGE DUPLICATE	settings		wave8 markup/export	
ACTIVE_LINKAGE_INFORMATION	ACTIVE LINKAGE INFORMATION	settings		wave8 markup/export	
FORMS_ON	FORMS ON	settings		wave8 markup/export	database screen forms
FORMS_OFF	FORMS OFF	settings		wave8 markup/export	
SET_CONFIRM_ON	SET CONFIRM ON	settings		wave8 markup/export	confirm rows when attaching
SET_CONFIRM_OFF	SET CONFIRM OFF	settings		wave8 markup/export	
SET_DELETE_ON	SET DELETE ON	settings		wave8 markup/export	linked-row delete preference — not element delete
SET_DELETE_OFF	SET DELETE OFF	settings		wave8 markup/export	
PRINT_PLOTTO3D_ON	PRINT PLOTTO3D ON	settings		wave8 markup/export	Print Dialog PDF 3D option
PRINT_PLOTTO3D_OFF	PRINT PLOTTO3D OFF	settings		wave8 markup/export	
PRINT_AUTOCENTER_ON	PRINT AUTOCENTER ON	settings		wave8 markup/export	docs PRINT AUTOCENTER
PRINT_AUTOCENTER_OFF	PRINT AUTOCENTER OFF	settings		wave8 markup/export	
PRINT_ATTRIBUTES_BORDER_ON	PRINT ATTRIBUTES BORDER ON	settings		wave8 markup/export	docs Print Dialog key-ins
PRINT_ATTRIBUTES_BORDER_OFF	PRINT ATTRIBUTES BORDER OFF	settings		wave8 markup/export	
PRINT_ATTRIBUTES_BROKENASSOCSYMB_ON	PRINT ATTRIBUTES BROKENASSOCSYMB ON	settings		wave8 markup/export	
PRINT_ATTRIBUTES_BROKENASSOCSYMB_OFF	PRINT ATTRIBUTES BROKENASSOCSYMB OFF	settings		wave8 markup/export	
PRINT_ATTRIBUTES_TAGS_ON	PRINT ATTRIBUTES TAGS ON	settings		wave8 markup/export	print attribute — not tag place
PRINT_ATTRIBUTES_TAGS_OFF	PRINT ATTRIBUTES TAGS OFF	settings		wave8 markup/export	
EXPORT_VISIBLE_EDGES_ON	EXPORT VISIBLE EDGES ON	settings		wave8 markup/export	option flag only — not file export execute
EXPORT_VISIBLE_EDGES_OFF	EXPORT VISIBLE EDGES OFF	settings		wave8 markup/export	
SET_EXPORT_2D_ON	SET EXPORT 2D ON	settings		wave8 markup/export	export option toggle
SET_EXPORT_2D_OFF	SET EXPORT 2D OFF	settings		wave8 markup/export	
ANIMATION_PREVIEW_ON	ANIMATION PREVIEW ON	settings		wave8 markup/export	
ANIMATION_PREVIEW_OFF	ANIMATION PREVIEW OFF	settings		wave8 markup/export	
SET_TAG_DISPLAY_ON	SET TAG DISPLAY ON	settings		wave8 markup/export	tag display extras
SET_TAG_DISPLAY_OFF	SET TAG DISPLAY OFF	settings		wave8 markup/export	
SET_ACSDISPLAY_ON	SET ACSDISPLAY ON	settings		wave8 markup/export	docs ACS triad display
SET_ACSDISPLAY_OFF	SET ACSDISPLAY OFF	settings		wave8 markup/export	
COORDINATE_READOUT_UOR	COORDINATE READOUT UOR	settings		wave8 markup/export	
WORKSET_PROPERTIES_REFRESH	WORKSET PROPERTIES REFRESH	settings		wave8 markup/export	refresh only — not assign/create
MARKUP_DIALOG_OPEN	MARKUP DIALOG OPEN	dialog		wave8 markup/export	negative — dialog manager
DIALOG_PROJECTWISE	DIALOG PROJECTWISE	dialog		wave8 markup/export	negative ProjectWise
PROJECTWISE_CHECKOUT	PROJECTWISE CHECKOUT	file		wave8 markup/export	negative never probe
RASTER_SNAP_ON	RASTER SNAP ON	settings		wave8 raster/reality	raster snappable
RASTER_SNAP_OFF	RASTER SNAP OFF	settings		wave8 raster/reality	
RASTER_INVERT_ON	RASTER INVERT ON	settings		wave8 raster/reality	monochrome invert
RASTER_INVERT_OFF	RASTER INVERT OFF	settings		wave8 raster/reality	
SET_RASTER_INVERT_ON	SET RASTER INVERT ON	settings		wave8 raster/reality	
SET_RASTER_INVERT_OFF	SET RASTER INVERT OFF	settings		wave8 raster/reality	
SET_RASTER_TRANSPARENCY_ON	SET RASTER TRANSPARENCY ON	settings		wave8 raster/reality	
SET_RASTER_TRANSPARENCY_OFF	SET RASTER TRANSPARENCY OFF	settings		wave8 raster/reality	
RASTER_PRIORITY_0	RASTER PRIORITY 0	settings		wave8 raster/reality	display priority
RASTER_PRIORITY_100	RASTER PRIORITY 100	settings		wave8 raster/reality	
SET_RASTER_PRIORITY_0	SET RASTER PRIORITY 0	settings		wave8 raster/reality	
SET_RASTER_PRIORITY_100	SET RASTER PRIORITY 100	settings		wave8 raster/reality	
RASTER_PRINT_ON	RASTER PRINT ON	settings		wave8 raster/reality	print flag
RASTER_PRINT_OFF	RASTER PRINT OFF	settings		wave8 raster/reality	
RASTER_LOCATE_ON	RASTER LOCATE ON	settings		wave8 raster/reality	
RASTER_LOCATE_OFF	RASTER LOCATE OFF	settings		wave8 raster/reality	
POINT_CLOUD_DISPLAY_ON	POINT CLOUD DISPLAY ON	view		wave8 raster/reality	spaced form
POINT_CLOUD_DISPLAY_OFF	POINT CLOUD DISPLAY OFF	view		wave8 raster/reality	
SET_POINT_CLOUD_ON	SET POINT CLOUD ON	settings		wave8 raster/reality	
SET_POINT_CLOUD_OFF	SET POINT CLOUD OFF	settings		wave8 raster/reality	
POINTCLOUD_SNAP_ON	POINTCLOUD SNAP ON	settings		wave8 raster/reality	
POINTCLOUD_SNAP_OFF	POINTCLOUD SNAP OFF	settings		wave8 raster/reality	
POINT_CLOUD_SNAP_ON	POINT CLOUD SNAP ON	settings		wave8 raster/reality	
POINT_CLOUD_SNAP_OFF	POINT CLOUD SNAP OFF	settings		wave8 raster/reality	
POINTCLOUD_LOCATE_ON	POINTCLOUD LOCATE ON	settings		wave8 raster/reality	
POINTCLOUD_LOCATE_OFF	POINTCLOUD LOCATE OFF	settings		wave8 raster/reality	
POINTCLOUD_DENSITY_10	POINTCLOUD DENSITY 10	settings		wave8 raster/reality	documented low (1-100)
POINTCLOUD_DENSITY_60	POINTCLOUD DENSITY 60	settings		wave8 raster/reality	documented medium
POINTCLOUD_DENSITY_100	POINTCLOUD DENSITY 100	settings		wave8 raster/reality	documented high
POINT_CLOUD_DENSITY_10	POINT CLOUD DENSITY 10	settings		wave8 raster/reality	spaced density
POINT_CLOUD_DENSITY_60	POINT CLOUD DENSITY 60	settings		wave8 raster/reality	
POINT_CLOUD_DENSITY_100	POINT CLOUD DENSITY 100	settings		wave8 raster/reality	
SET_POINTCLOUD_DENSITY_HIGH	SET POINTCLOUD DENSITY HIGH	settings		wave8 raster/reality	named density
SET_POINTCLOUD_DENSITY_MEDIUM	SET POINTCLOUD DENSITY MEDIUM	settings		wave8 raster/reality	
SET_POINTCLOUD_DENSITY_LOW	SET POINTCLOUD DENSITY LOW	settings		wave8 raster/reality	
POINT_CLOUD_COLOR_BY_RGB	POINT CLOUD COLOR BY RGB	settings		wave8 raster/reality	stylization
POINT_CLOUD_COLOR_BY_INTENSITY	POINT CLOUD COLOR BY INTENSITY	settings		wave8 raster/reality	
POINT_CLOUD_COLOR_BY_ELEVATION	POINT CLOUD COLOR BY ELEVATION	settings		wave8 raster/reality	
POINT_CLOUD_COLOR_BY_CLASSIFICATION	POINT CLOUD COLOR BY CLASSIFICATION	settings		wave8 raster/reality	
POINT_CLOUD_CLASSIFICATION_ON	POINT CLOUD CLASSIFICATION ON	settings		wave8 raster/reality	
POINT_CLOUD_CLASSIFICATION_OFF	POINT CLOUD CLASSIFICATION OFF	settings		wave8 raster/reality	
POINTCLOUD_STYLIZATION_RGB	POINTCLOUD STYLIZATION RGB	settings		wave8 raster/reality	alt stylization token
POINTCLOUD_STYLIZATION_INTENSITY	POINTCLOUD STYLIZATION INTENSITY	settings		wave8 raster/reality	
POINTCLOUD_ANCHORED_ON	POINTCLOUD ANCHORED ON	settings		wave8 raster/reality	
POINTCLOUD_ANCHORED_OFF	POINTCLOUD ANCHORED OFF	settings		wave8 raster/reality	
REALITY_MESH_DISPLAY_ON	REALITY MESH DISPLAY ON	view		wave8 raster/reality	spaced form
REALITY_MESH_DISPLAY_OFF	REALITY MESH DISPLAY OFF	view		wave8 raster/reality	
SET_REALITY_MESH_ON	SET REALITY MESH ON	settings		wave8 raster/reality	
SET_REALITY_MESH_OFF	SET REALITY MESH OFF	settings		wave8 raster/reality	
REALITY_MESH_SNAP_ON	REALITY MESH SNAP ON	settings		wave8 raster/reality	
REALITY_MESH_SNAP_OFF	REALITY MESH SNAP OFF	settings		wave8 raster/reality	
REALITY_MESH_LOCATE_ON	REALITY MESH LOCATE ON	settings		wave8 raster/reality	
REALITY_MESH_LOCATE_OFF	REALITY MESH LOCATE OFF	settings		wave8 raster/reality	
REALITY_MESH_TRANSPARENCY_ON	REALITY MESH TRANSPARENCY ON	settings		wave8 raster/reality	
REALITY_MESH_TRANSPARENCY_OFF	REALITY MESH TRANSPARENCY OFF	settings		wave8 raster/reality	
SET_MESH_FACETS_ON	SET MESH FACETS ON	settings		wave8 raster/reality	facets (not FACET EDGES)
SET_MESH_FACETS_OFF	SET MESH FACETS OFF	settings		wave8 raster/reality	
MESH_FACETS_ON	MESH FACETS ON	view		wave8 raster/reality	
MESH_FACETS_OFF	MESH FACETS OFF	view		wave8 raster/reality	
FEATURE_SOLID_DISPLAY_ON	FEATURE SOLID DISPLAY ON	view		wave8 raster/reality	
FEATURE_SOLID_DISPLAY_OFF	FEATURE SOLID DISPLAY OFF	view		wave8 raster/reality	
SET_FEATURE_SOLIDS_ON	SET FEATURE SOLIDS ON	settings		wave8 raster/reality	
SET_FEATURE_SOLIDS_OFF	SET FEATURE SOLIDS OFF	settings		wave8 raster/reality	
SET_FEATURE_SOLID_ON	SET FEATURE SOLID ON	settings		wave8 raster/reality	
SET_FEATURE_SOLID_OFF	SET FEATURE SOLID OFF	settings		wave8 raster/reality	
POINTCLOUD_DIALOG_OPEN	POINTCLOUD DIALOG OPEN	dialog		wave8 raster/reality	negative — documented dialog key-in
MRMESH_DIALOG_OPEN	MRMESH DIALOG OPEN	dialog		wave8 raster/reality	negative — Reality Mesh dialog
MRMESH_ATTACH	MRMESH ATTACH	file		wave8 raster/reality	negative — documented attach
PLACE_RASTER_BOUNDARY	PLACE RASTER BOUNDARY	tool		wave8 raster/reality	negative — placement tool
CLIP_POINTCLOUD	CLIP POINTCLOUD	tool		wave8 raster/reality	negative — clip tool needs pick
DISPLAYSET_ADD	DISPLAYSET ADD	settings		wave8 seed	may need selection; probe OK vs hang
DISPLAYSET_REMOVE	DISPLAYSET REMOVE	settings		wave8 seed	
DISPLAYSET_INVERT	DISPLAYSET INVERT	settings		wave8 seed	
NAMED_GROUP_HILITE_ON	NAMED GROUP HILITE ON	settings		wave8 seed	
NAMED_GROUP_HILITE_OFF	NAMED GROUP HILITE OFF	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYLEVEL	ELEMENT TEMPLATE ACTIVE BYLEVEL	settings		wave8 seed	element templates sparse
ELEMENT_TEMPLATE_ACTIVE_BYCOLOR	ELEMENT TEMPLATE ACTIVE BYCOLOR	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYWEIGHT	ELEMENT TEMPLATE ACTIVE BYWEIGHT	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYSTYLE	ELEMENT TEMPLATE ACTIVE BYSTYLE	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYCLASS	ELEMENT TEMPLATE ACTIVE BYCLASS	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYTRANSPARENCY	ELEMENT TEMPLATE ACTIVE BYTRANSPARENCY	settings		wave8 seed	
ELEMENT_TEMPLATE_ACTIVE_BYPRIORITY	ELEMENT TEMPLATE ACTIVE BYPRIORITY	settings		wave8 seed	
SET_ELEMENT_TEMPLATE_ON	SET ELEMENT TEMPLATE ON	settings		wave8 seed	
SET_ELEMENT_TEMPLATE_OFF	SET ELEMENT TEMPLATE OFF	settings		wave8 seed	
DWG_SAVE_ON	DWG SAVE ON	settings		wave8 seed	DWG settings sparse
DWG_SAVE_OFF	DWG SAVE OFF	settings		wave8 seed	
SHARED_CELL_DISPLAY_ON	SHARED CELL DISPLAY ON	settings		wave8 seed	
SHARED_CELL_DISPLAY_OFF	SHARED CELL DISPLAY OFF	settings		wave8 seed	
SET_SHARED_CELL_OVERRIDE_ON	SET SHARED CELL OVERRIDE ON	settings		wave8 seed	
SET_SHARED_CELL_OVERRIDE_OFF	SET SHARED CELL OVERRIDE OFF	settings		wave8 seed	
SET_ANIMATION_ON	SET ANIMATION ON	settings		wave8 seed	
SET_ANIMATION_OFF	SET ANIMATION OFF	settings		wave8 seed	
CAMERA_ON	CAMERA ON	view		wave8 seed	
CAMERA_OFF	CAMERA OFF	view		wave8 seed	
SET_CAMERA_ANGLE	SET CAMERA ANGLE	settings		wave8 seed	may need value
SET_CAMERA_POSITION	SET CAMERA POSITION	settings		wave8 seed	
MATERIAL_DISPLAY_ON	MATERIAL DISPLAY ON	settings		wave8 seed	
MATERIAL_DISPLAY_OFF	MATERIAL DISPLAY OFF	settings		wave8 seed	
SET_MATERIAL_ON	SET MATERIAL ON	settings		wave8 seed	
SET_MATERIAL_OFF	SET MATERIAL OFF	settings		wave8 seed	
DATABASE_LINKAGE_ON	DATABASE LINKAGE ON	settings		wave8 seed	
DATABASE_LINKAGE_OFF	DATABASE LINKAGE OFF	settings		wave8 seed	
REPORT_DISPLAY_ON	REPORT DISPLAY ON	settings		wave8 seed	
REPORT_DISPLAY_OFF	REPORT DISPLAY OFF	settings		wave8 seed	
SET_WORKSET_ON	SET WORKSET ON	settings		wave8 seed	
SET_WORKSET_OFF	SET WORKSET OFF	settings		wave8 seed	
WORKSPACE_PREFS_SAVE	WORKSPACE PREFS SAVE	settings		wave8 seed	file-ish risk — kind may reclass
SECTION_CALLLOUTS_ON	SECTION CALLOUTS ON	settings		wave8 seed	
SECTION_CALLOUTS_OFF	SECTION CALLOUTS OFF	settings		wave8 seed	
DETAIL_CALLOUTS_ON	DETAIL CALLOUTS ON	settings		wave8 seed	
DETAIL_CALLOUTS_OFF	DETAIL CALLOUTS OFF	settings		wave8 seed	
NAMED_BOUNDARY_DISPLAY_ON	NAMED BOUNDARY DISPLAY ON	settings		wave8 seed	
NAMED_BOUNDARY_DISPLAY_OFF	NAMED BOUNDARY DISPLAY OFF	settings		wave8 seed	
CLIP_VOLUME_DISPLAY_ON	CLIP VOLUME DISPLAY ON	settings		wave8 seed	
CLIP_VOLUME_DISPLAY_OFF	CLIP VOLUME DISPLAY OFF	settings		wave8 seed	
CLIP_MASK_DISPLAY_ON	CLIP MASK DISPLAY ON	settings		wave8 seed	
CLIP_MASK_DISPLAY_OFF	CLIP MASK DISPLAY OFF	settings		wave8 seed	
SET_CLIP_VOLUME_ON	SET CLIP VOLUME ON	settings		wave8 seed	
SET_CLIP_VOLUME_OFF	SET CLIP VOLUME OFF	settings		wave8 seed	
VIEW_DISPLAYSET_ON	VIEW DISPLAYSET ON	view		wave8 seed	
VIEW_DISPLAYSET_OFF	VIEW DISPLAYSET OFF	view		wave8 seed	
VIEW_NAMEDGROUP_ON	VIEW NAMEDGROUP ON	view		wave8 seed	
VIEW_NAMEDGROUP_OFF	VIEW NAMEDGROUP OFF	view		wave8 seed	
VIEW_TRANSPARENCY_ON	VIEW TRANSPARENCY ON	view		wave8 seed	
VIEW_TRANSPARENCY_OFF	VIEW TRANSPARENCY OFF	view		wave8 seed	
ACTIVE_TRANSPARENCY_50	ACTIVE TRANSPARENCY 50	settings		wave8 seed	
